86,columbus georgia,"1,203","31,211","7,228","6,234",4,5.0,19.1,44.2
87,victoria texas,"1,236","31,229","8,495","6,547",4,5.0,17.2,43.7
88,richland washington,"1,416","46,129","12,108","9,240",6,2.8,19.9,31.4
89,columbia missouri,"1,331","35,656","8,320","5,772",5,2.4,16.8,36.3
9,bossier city louisiana,"1,138","31,572","5,574","4,812",7,3.9,17.8,43.4
90,novi michigan,"1,990","54,227","10,114","7,930",9,0.0,26.4,23.9
91,fargo north dakota,"1,379","34,569","8,021","7,109",5,2.3,15.5,35.0
92,lincoln nebraska,"1,287","35,887","7,797","6,518",5,2.8,18.1,39.5
93,albany georgia,"1,090","27,918","7,228","6,234",4,5.7,17,56.4
94,southfield michigan,"1,623","46,923","10,114","7,930",4,4.5,24,28.3
95,layton utah,"1,401","34,672","7,860","6,024",6,2.3,23.7,30.7
96,memphis tennessee,"1,200","32,449","5,857","4,515",3,5.1,21.3,48.6
97,jacksonville north carolina,"1,313","28,996","8,868","7,501",5,3.8,20.5,37.4
98,davenport iowa,"1,152","33,469","9,053","7,790",3,4.0,16.5,44.1
99,waterloo iowa,955,"30,776","9,053","7,790",3,3.7,15.8,48.9
rank,city,2012 selected median monthly homeowner costs,2012 median earnings female full time workers,average cost childcare infant,average cost childcare 4 yr old,greatschools rating,single moms children total population,mean travel time work,percent single moms children below poverty line
