se,50,split mteast p1690,borrego mtn se,583920,3651560,1690,spot,2,abdsp
se,51,ghost,earthquake valley,558040,3651700,3420,inter,1,abdsp
se,52,roost,monument peak,547090,3650740,4351,vabm,1,abdsp
se,53,diablo,agua caliente springs,570030,3650390,2460,bm l,1,abdsp
se,54,middle,cuyamaca peak,537410,3649000,5883,spot,1,cuy sp
se,55,stonewall,cuyamaca peak,54007,3646840,5730,spot,1,cuy sp
se,56,cuyamaca,cuyamaca peak,536830,3645260,6512,vabm,1,cuy sp
se,57,garnet mtn,monument peak,548150,3644360,5700,inter,1,clev nf
se,58,japacha,cuyamaca peak,537460,3643900,5825,spot,1,cuy sp
se,59,garnet peak,monument peak,550680,3643000,5900,inter,1,clev nf
se,60,pine,monument peak,547380,3642140,5660,inter,1,clev nf
se,61,stage,agua caliente springs,566890,3641910,2817,bm,2,blm
se,62,monument,monument peak,554270,3639310,6271,vabm,1,clev nf
se,63,oakzanita,cuyamaca peak,541070,3639080,5054,spot,1,cuy sp
se,64,red top,agua caliente springs,561640,3638540,4467,spot,2,blm
se,65,sawtooth p4684,agua caliente springs,560240,3638450,4684,spot,3,blm
se,66,peak 5243,cuyamaca peak,542960,3638325,5243,spot,1,cuy sp
se,67,manza,mt laguna,548790,3636700,5556,bm,1,clev nf
se,68,false sombrero,sombrero peak,566253,3635766,3463,spot,2,abdsp
se,69,wooded hill,mt laguna,552530,3634700,6223,spot,1,clev nf
se,70,mine,sweeney pass,581090,3632780,1850,bm,2,abdsp
se,71,sombrero,sombrero peak,566400,3632720,4229,bm,2,abdsp
se,72,sheephead,mt laguna,550270,3631400,5896,spot,1,clev nf
se,73,red hill,sweeney pass,580827,3628406,1720,spot,2,abdsp
se,74,peak 3339,sweeney pass,570375,3627633,3339,spot,2,abdsp
se,75,indian hill,sweeney pass,577528,3624541,2240,spot,3,abdsp
se,76,corte madera,descanso,538390,3624310,4657,spot,1,clev nf
se,77,moan,sweeney pass,576560,3623700,2939,bm,2,abdsp
se,78,piedras grandes,jacumba,579566,3622672,2601,spot,2,abdsp
se,79,gasp,jacumba,572710,3622400,3223,bm,2,abdsp
se,80,los pinos,morena reservoir,539660,3621740,4809,bm,1,clev nf
se,81,groan,jacumba,574880,3621720,2732,bm,2,abdsp
se,82,puff,jacumba,576790,3621600,2716,bm,2,abdsp
se,83,tule,jacumba,572520,3618260,4649,vabm,1,blm
se,84,jacumba,jacumba,578390,3617890,4516,vabm,1,abdsp
se,85,morena butte,morena reservoir,542870,3615010,3919,spot,1,clev nf
sw,86,eagle,tule springs,527180,3649370,3226,bm,1,clev nf
sw,87,black 2,poway,489190,3649040,1544,bm,1,sd city
sw,88,iron,san vicente res,504260,3647830,2696,spot,1,sd city
sw,89,el cajon,el cajon mtn,516910,3641660,3675,vabm,1,clev nf
sw,90,viejas,viejas mtn,525720,3635730,4189,vabm,1,clev nf
sw,91,north fortuna,la mesa,494400,3634120,1291,spot,1,mtrp
sw,92,kwaay paay p1194,la mesa,494940,3632820,1194,spot,1,mtrp
sw,93,pyles peak p1379,la mesa,496520,3631470,1379,spot,1,mtrp
sw,94,cowles,la mesa,497110,3630340,1593,bm,1,mtrp
sw,95,bell bluff,viejas mtn,528040,3629670,3409,vabm,1,clev nf
sw,96,mcginty,alpine,513130,3623620,2183,spot,1,blm
sw,97,gaskill,barrett lake,52664,3622190,3836,spot,1,clev nf
sw,98,lawson,barrett lake,525760,3620770,3664,spot,1,clev nf
sw,99,otay,otay mtn,514660,3606160,3569,bm,1,blm
sw,100,tecate,tecate,529300,3604530,3885,vabm,1,blm
